size_sqft,bedrooms,bathrooms,year_built,garage_spaces,floors,lot_size_sqft,has_pool,neighborhood,price
3414.0,5.0,2.0,1975.0,1.0,3.0,16168.0,0.0,Downtown,807211.08
1699.0,6.0,2.0,2007.0,3.0,1.0,15897.0,0.0,Suburbs,372704.17
1772.0,1.0,3.5,2019.0,0.0,2.0,4275.0,0.0,Rural,209612.66
869.0,4.0,3.0,1951.0,3.0,1.0,5072.0,0.0,Downtown,343331.47
1215.0,6.0,4.0,1996.0,1.0,3.0,9102.0,0.0,Downtown,431573.3
2508.0,6.0,3.0,1951.0,1.0,3.0,6155.0,1.0,Downtown,651932.71
2703.0,3.0,4.5,1988.0,1.0,1.0,8963.0,0.0,Downtown,622734.26
1326.0,1.0,4.5,2015.0,3.0,1.0,12053.0,0.0,Uptown,414384.05
2434.0,6.0,1.5,2009.0,1.0,3.0,7041.0,0.0,Uptown,538430.15
3258.0,6.0,2.5,1967.0,3.0,1.0,4222.0,0.0,Rural,374419.49
1623.0,4.0,2.5,1969.0,1.0,3.0,9245.0,0.0,Uptown,414204.26
2088.0,6.0,1.5,2007.0,1.0,3.0,15007.0,0.0,Uptown,534234.6
2217.0,1.0,1.5,2010.0,2.0,1.0,13124.0,1.0,Waterfront,685064.16
2822.0,4.0,4.0,1970.0,2.0,1.0,7786.0,0.0,Suburbs,464016.08
2212.0,1.0,2.0,1950.0,1.0,3.0,7605.0,1.0,Rural,239637.38
3843.0,6.0,1.0,1982.0,0.0,1.0,12506.0,0.0,Downtown,889874.65
2041.0,5.0,2.0,1995.0,1.0,2.0,5105.0,0.0,Waterfront,600987.63
2509.0,6.0,2.0,1982.0,2.0,1.0,17006.0,0.0,Suburbs,449654.36
2270.0,4.0,1.5,2019.0,0.0,2.0,17649.0,0.0,Suburbs,444462.98
1405.0,1.0,1.5,2010.0,0.0,2.0,2457.0,0.0,Downtown,376626.79
3617.0,1.0,4.0,2008.0,3.0,3.0,19475.0,0.0,Uptown,796484.78
1636.0,3.0,4.0,1951.0,0.0,3.0,2421.0,0.0,Suburbs,330068.6
1906.0,5.0,2.0,2013.0,1.0,2.0,10254.0,0.0,Waterfront,615367.45
4088.0,1.0,3.5,2005.0,3.0,2.0,14012.0,0.0,Downtown,953973.2
4775.0,6.0,4.0,1979.0,1.0,2.0,7886.0,0.0,Uptown,946953.46
3552.0,2.0,4.0,1993.0,1.0,3.0,5665.0,0.0,Waterfront,903358.85
4632.0,3.0,1.0,2010.0,0.0,1.0,2854.0,1.0,Waterfront,1037493.65
4359.0,2.0,4.5,2017.0,3.0,1.0,15093.0,0.0,Rural,483339.79
2716.0,3.0,1.0,1990.0,2.0,2.0,2663.0,0.0,Uptown,574295.52
3990.0,3.0,1.5,1953.0,3.0,3.0,10716.0,0.0,Waterfront,991692.71
2045.0,1.0,2.5,1995.0,3.0,3.0,9072.0,0.0,Suburbs,421951.91
2626.0,4.0,3.0,2000.0,1.0,1.0,19419.0,0.0,Waterfront,818066.88
2956.0,5.0,1.5,1954.0,0.0,1.0,18745.0,0.0,Uptown,659592.18
4827.0,6.0,2.5,2010.0,1.0,2.0,16716.0,0.0,Suburbs,755967.32
4334.0,2.0,2.5,1964.0,0.0,2.0,15153.0,0.0,Suburbs,648038.31
2753.0,6.0,2.0,2015.0,2.0,2.0,11772.0,0.0,Uptown,635642.34
3472.0,6.0,4.5,1990.0,0.0,1.0,8287.0,1.0,Downtown,838464.99
1490.0,6.0,2.5,1973.0,3.0,3.0,5000.0,1.0,Rural,255589.94
4140.0,3.0,1.0,1954.0,2.0,3.0,19425.0,0.0,Suburbs,692891.25
3033.0,6.0,1.0,1951.0,1.0,3.0,8928.0,0.0,Suburbs,496536.94
2944.0,4.0,1.5,2004.0,3.0,2.0,9718.0,0.0,Downtown,712122.25
3972.0,1.0,1.5,1977.0,3.0,1.0,4541.0,0.0,Uptown,733249.48
3385.0,2.0,3.5,2012.0,1.0,2.0,6982.0,0.0,Suburbs,517970.28
918.0,5.0,2.5,1967.0,0.0,1.0,13423.0,0.0,Downtown,397785.56
1868.0,1.0,2.0,2018.0,1.0,1.0,9674.0,0.0,Waterfront,565984.94
1377.0,3.0,4.0,2019.0,2.0,2.0,12546.0,0.0,Rural,239905.62
3834.0,5.0,3.5,1957.0,3.0,2.0,5807.0,0.0,Suburbs,625269.39
754.0,1.0,1.0,1997.0,1.0,1.0,3477.0,1.0,Downtown,273141.89
1490.0,3.0,2.0,2019.0,2.0,3.0,17942.0,1.0,Waterfront,611204.71
3229.0,2.0,2.5,1973.0,1.0,1.0,9777.0,0.0,Rural,332119.75
3657.0,4.0,4.0,1955.0,0.0,2.0,8501.0,0.0,Uptown,739123.97
2815.0,2.0,2.0,2014.0,1.0,2.0,7150.0,0.0,Rural,329662.11
4388.0,6.0,1.0,1985.0,0.0,2.0,13844.0,0.0,Downtown,930372.8
4644.0,1.0,3.0,1952.0,1.0,3.0,12135.0,0.0,Uptown,871996.55
1181.0,6.0,2.0,2012.0,1.0,3.0,9003.0,1.0,Downtown,458287.53
4792.0,5.0,1.0,2000.0,1.0,3.0,18757.0,0.0,Rural,524575.0
3303.0,6.0,3.0,1955.0,3.0,2.0,18232.0,0.0,Waterfront,957490.18
3400.0,6.0,1.0,1969.0,1.0,1.0,5573.0,1.0,Uptown,716579.49
1018.0,2.0,4.5,1951.0,2.0,2.0,13563.0,0.0,Rural,149785.04
3336.0,6.0,4.5,2020.0,2.0,2.0,19431.0,0.0,Rural,434954.2
3793.0,4.0,2.5,1951.0,2.0,2.0,10789.0,0.0,Waterfront,974691.17
3156.0,6.0,3.5,2008.0,1.0,2.0,2543.0,1.0,Downtown,801668.08
971.0,6.0,3.0,1987.0,3.0,1.0,4378.0,0.0,Suburbs,288856.45
2902.0,4.0,3.5,1993.0,0.0,2.0,14018.0,1.0,Suburbs,518179.38
4719.0,3.0,1.5,2010.0,1.0,3.0,18235.0,0.0,Rural,570412.34
3783.0,1.0,2.0,2016.0,3.0,2.0,4311.0,0.0,Uptown,694515.67
1204.0,1.0,1.0,1959.0,1.0,3.0,11843.0,0.0,Rural,193599.9
4824.0,3.0,3.5,1951.0,2.0,3.0,10943.0,1.0,Uptown,955688.37
4820.0,5.0,1.5,1959.0,0.0,3.0,7131.0,1.0,Waterfront,1133900.11
1345.0,4.0,3.0,2000.0,2.0,1.0,13370.0,0.0,Rural,258274.83
4124.0,3.0,3.0,1992.0,3.0,3.0,17803.0,0.0,Downtown,979045.75
2389.0,2.0,4.0,1956.0,2.0,2.0,6306.0,1.0,Waterfront,707634.56
3212.0,4.0,2.0,1967.0,2.0,2.0,2979.0,0.0,Waterfront,757106.11
2559.0,4.0,1.5,1989.0,3.0,2.0,8462.0,0.0,Downtown,661880.4
4044.0,6.0,3.5,2004.0,1.0,1.0,7653.0,1.0,Suburbs,659642.33
4986.0,5.0,1.0,1975.0,1.0,3.0,15090.0,0.0,Waterfront,1269654.59
4099.0,4.0,1.5,2020.0,0.0,2.0,11663.0,0.0,Waterfront,1038892.48
4698.0,6.0,4.5,2023.0,2.0,3.0,2322.0,0.0,Uptown,950443.24
4763.0,3.0,4.5,2006.0,2.0,3.0,8116.0,0.0,Uptown,939365.32
996.0,6.0,3.0,1983.0,3.0,2.0,15232.0,1.0,Downtown,494764.29
1715.0,3.0,4.5,2014.0,2.0,3.0,10581.0,0.0,Uptown,508572.98
3776.0,1.0,1.5,2003.0,0.0,2.0,12132.0,0.0,Rural,427797.46
3196.0,3.0,1.5,1988.0,2.0,2.0,6757.0,0.0,Suburbs,528102.75
820.0,1.0,2.0,1982.0,3.0,3.0,7749.0,0.0,Suburbs,178437.47
1018.0,1.0,1.0,2011.0,0.0,3.0,4341.0,0.0,Waterfront,324339.99
2890.0,6.0,4.5,1991.0,1.0,3.0,3469.0,0.0,Uptown,661283.9
3311.0,5.0,1.0,1963.0,3.0,3.0,2663.0,0.0,Suburbs,496236.35
1338.0,2.0,3.5,2023.0,1.0,2.0,13239.0,0.0,Suburbs,355816.53
1353.0,6.0,4.0,1955.0,3.0,3.0,4837.0,0.0,Uptown,425592.57
1169.0,1.0,3.5,2001.0,2.0,1.0,12328.0,0.0,Suburbs,278976.19
3086.0,2.0,1.0,1998.0,2.0,3.0,19153.0,0.0,Uptown,653975.46
634.0,5.0,2.0,1993.0,2.0,2.0,14550.0,0.0,Waterfront,415905.19
3119.0,2.0,3.0,1953.0,2.0,2.0,12357.0,0.0,Rural,417395.88
2694.0,5.0,4.0,1986.0,3.0,3.0,4103.0,0.0,Suburbs,466413.07
2650.0,6.0,2.0,2016.0,3.0,1.0,10801.0,0.0,Uptown,622899.82
3589.0,1.0,2.0,1967.0,1.0,3.0,18042.0,0.0,Uptown,716922.94
2900.0,1.0,4.0,2001.0,3.0,2.0,8918.0,0.0,Rural,384422.61
3802.0,6.0,4.5,2013.0,2.0,2.0,16872.0,1.0,Rural,492047.11
3962.0,4.0,2.5,2020.0,2.0,1.0,14752.0,0.0,Uptown,821852.34
4649.0,4.0,1.5,1988.0,1.0,2.0,6802.0,0.0,Suburbs,724226.85
4117.0,3.0,3.0,1973.0,1.0,3.0,4542.0,0.0,Rural,444112.35
2878.0,3.0,4.5,2001.0,2.0,1.0,2305.0,0.0,Downtown,640736.74
2765.0,5.0,4.5,1985.0,1.0,2.0,6970.0,0.0,Rural,311325.4
1637.0,4.0,2.0,1996.0,1.0,3.0,7992.0,0.0,Waterfront,580314.25
3238.0,1.0,1.5,2004.0,3.0,2.0,13806.0,0.0,Rural,390312.7
1212.0,4.0,3.5,2002.0,1.0,2.0,12306.0,1.0,Uptown,388235.9
4698.0,5.0,4.0,1967.0,2.0,2.0,10623.0,0.0,Waterfront,1136982.11
4319.0,1.0,4.0,2005.0,0.0,1.0,15012.0,0.0,Uptown,813524.03
1126.0,3.0,1.0,1990.0,0.0,2.0,15862.0,1.0,Uptown,358050.39
4058.0,5.0,2.0,2018.0,3.0,3.0,14843.0,0.0,Waterfront,1078728.08
1115.0,4.0,2.5,1998.0,0.0,2.0,18148.0,1.0,Downtown,450668.33
3774.0,1.0,1.5,2015.0,3.0,2.0,8475.0,1.0,Rural,410361.49
986.0,1.0,4.5,2022.0,3.0,1.0,16821.0,0.0,Rural,213850.47
2748.0,4.0,1.0,2023.0,1.0,3.0,9574.0,0.0,Uptown,655610.25
3495.0,3.0,3.0,2005.0,3.0,3.0,5315.0,0.0,Downtown,799413.92
3807.0,6.0,4.5,1994.0,1.0,3.0,4624.0,0.0,Rural,428662.63
2442.0,4.0,3.0,1958.0,3.0,2.0,3646.0,0.0,Suburbs,438001.38
4656.0,6.0,4.5,1978.0,0.0,2.0,19201.0,0.0,Waterfront,1228827.05
4007.0,2.0,2.5,1985.0,1.0,2.0,5050.0,0.0,Rural,424326.82
1516.0,3.0,4.0,2007.0,1.0,1.0,17035.0,1.0,Suburbs,400710.37
3554.0,1.0,2.5,1993.0,3.0,1.0,16104.0,0.0,Uptown,756814.71
3815.0,4.0,1.0,1982.0,0.0,2.0,9906.0,0.0,Downtown,893663.65
2068.0,2.0,2.0,1960.0,3.0,2.0,18449.0,0.0,Uptown,564284.4
3848.0,3.0,2.0,2002.0,0.0,1.0,18350.0,1.0,Downtown,891510.95
4553.0,3.0,3.0,1981.0,1.0,3.0,18659.0,0.0,Waterfront,1193023.55
4196.0,2.0,2.0,1952.0,2.0,2.0,10944.0,0.0,Rural,426694.58
3955.0,1.0,2.5,1971.0,0.0,3.0,7368.0,0.0,Suburbs,589796.27
3392.0,4.0,2.5,2015.0,1.0,1.0,2788.0,0.0,Waterfront,813268.31
1790.0,6.0,2.0,1958.0,3.0,1.0,17126.0,0.0,Downtown,559507.51
4099.0,2.0,3.5,1980.0,3.0,1.0,17714.0,0.0,Uptown,865160.19
2202.0,3.0,2.5,1987.0,0.0,3.0,11652.0,0.0,Downtown,601881.73
2942.0,2.0,4.0,1956.0,2.0,1.0,3277.0,0.0,Downtown,653241.11
1983.0,5.0,2.0,1962.0,2.0,3.0,16811.0,1.0,Suburbs,475967.93
1977.0,3.0,4.0,2019.0,0.0,3.0,7369.0,1.0,Suburbs,414830.46
1293.0,6.0,2.5,1993.0,2.0,1.0,11871.0,0.0,Rural,242672.9
4830.0,2.0,1.5,1965.0,2.0,2.0,13870.0,0.0,Waterfront,1156607.67
1250.0,1.0,1.0,1962.0,2.0,1.0,4626.0,0.0,Rural,186736.05
979.0,4.0,4.5,1981.0,1.0,2.0,3129.0,1.0,Rural,211349.48
4719.0,4.0,4.0,2003.0,1.0,1.0,3426.0,1.0,Uptown,893934.61
3042.0,6.0,1.5,2004.0,2.0,3.0,19264.0,0.0,Suburbs,592836.85
2527.0,6.0,3.5,1964.0,2.0,3.0,19230.0,0.0,Suburbs,569575.15
3845.0,6.0,3.5,2003.0,0.0,1.0,9683.0,0.0,Waterfront,1000793.46
2286.0,4.0,1.0,2016.0,0.0,1.0,9664.0,0.0,Uptown,517942.15
1162.0,3.0,2.0,1966.0,2.0,3.0,9322.0,0.0,Uptown,367418.15
3811.0,3.0,3.5,1951.0,3.0,2.0,8309.0,0.0,Downtown,844645.84
1374.0,1.0,4.0,2020.0,0.0,2.0,11789.0,0.0,Uptown,372772.74
3033.0,3.0,4.0,1988.0,0.0,3.0,8413.0,0.0,Rural,362966.64
4776.0,3.0,1.0,2007.0,3.0,1.0,13091.0,0.0,Uptown,932999.87
4719.0,1.0,1.5,1973.0,2.0,3.0,8821.0,0.0,Rural,530725.74
2187.0,2.0,2.0,1972.0,3.0,2.0,13339.0,0.0,Waterfront,702487.21
4034.0,4.0,1.5,1966.0,3.0,2.0,19010.0,0.0,Downtown,947374.94
3296.0,3.0,3.5,1966.0,3.0,2.0,5704.0,1.0,Waterfront,908210.51
2709.0,6.0,1.5,1984.0,0.0,3.0,3128.0,1.0,Waterfront,755088.65
1215.0,3.0,1.5,1957.0,1.0,2.0,11479.0,0.0,Uptown,382479.41
2256.0,6.0,1.0,2012.0,0.0,1.0,4143.0,0.0,Rural,264113.14
3469.0,4.0,2.5,1987.0,0.0,1.0,6165.0,0.0,Downtown,753303.9
4942.0,1.0,4.5,2017.0,3.0,3.0,16214.0,1.0,Suburbs,819232.66
621.0,2.0,1.5,1987.0,2.0,2.0,9522.0,0.0,Downtown,299283.99
3758.0,5.0,4.5,1972.0,0.0,1.0,11889.0,1.0,Rural,420273.53
4324.0,4.0,2.5,1988.0,0.0,1.0,15971.0,0.0,Waterfront,1113173.79
4786.0,2.0,1.5,1961.0,0.0,1.0,4313.0,0.0,Rural,466208.61
2465.0,4.0,2.5,2010.0,1.0,3.0,10616.0,0.0,Rural,358106.59
1121.0,6.0,3.0,2003.0,1.0,3.0,2620.0,1.0,Downtown,420617.35
1792.0,3.0,1.0,1960.0,1.0,2.0,10985.0,1.0,Waterfront,573328.01
4343.0,1.0,1.0,1993.0,3.0,1.0,6036.0,0.0,Downtown,913408.36
4463.0,2.0,4.5,1989.0,0.0,2.0,18403.0,0.0,Uptown,876363.64
3403.0,6.0,3.0,1964.0,2.0,1.0,6694.0,0.0,Rural,418585.61
1140.0,5.0,2.0,1959.0,1.0,2.0,5603.0,1.0,Waterfront,477015.05
1136.0,6.0,4.5,2006.0,1.0,2.0,2255.0,0.0,Waterfront,488703.97
2704.0,6.0,4.0,1969.0,3.0,3.0,4399.0,0.0,Uptown,624259.32
3188.0,1.0,2.5,1988.0,3.0,1.0,5889.0,0.0,Uptown,620343.84
742.0,2.0,3.5,1968.0,0.0,1.0,6104.0,0.0,Uptown,239679.69
3619.0,1.0,1.0,1998.0,1.0,1.0,15290.0,0.0,Uptown,734164.22
2996.0,1.0,2.0,1953.0,0.0,2.0,17976.0,0.0,Rural,336976.46
654.0,6.0,3.5,1976.0,1.0,2.0,17398.0,1.0,Rural,247296.91
1021.0,6.0,1.5,1990.0,2.0,1.0,19215.0,1.0,Uptown,461245.85
2599.0,1.0,4.5,1982.0,1.0,3.0,18169.0,1.0,Uptown,623100.68
3780.0,5.0,4.5,1995.0,1.0,2.0,10199.0,0.0,Downtown,929624.84
4232.0,4.0,2.0,1963.0,1.0,3.0,9018.0,0.0,Downtown,909536.73
2498.0,1.0,2.5,1982.0,1.0,2.0,13687.0,0.0,Uptown,528641.17
1899.0,6.0,1.0,2005.0,1.0,1.0,7749.0,0.0,Suburbs,357668.65
4861.0,6.0,3.0,1974.0,1.0,1.0,12867.0,0.0,Rural,568533.09
2618.0,4.0,1.5,1961.0,2.0,2.0,19998.0,0.0,Waterfront,862184.62
1988.0,5.0,2.0,2012.0,0.0,2.0,5566.0,0.0,Rural,287030.13
2546.0,3.0,3.5,2007.0,0.0,3.0,15848.0,0.0,Waterfront,814358.72
653.0,5.0,3.5,2000.0,2.0,3.0,18839.0,0.0,Uptown,417109.14
1928.0,3.0,3.0,2009.0,2.0,1.0,11672.0,0.0,Waterfront,655714.9
2868.0,6.0,1.5,2007.0,1.0,1.0,8408.0,0.0,Waterfront,811106.04
4642.0,1.0,4.5,2005.0,0.0,1.0,6586.0,0.0,Downtown,955374.58
3848.0,2.0,3.0,1987.0,2.0,1.0,5024.0,1.0,Rural,439436.39
4038.0,6.0,4.5,1951.0,1.0,1.0,7783.0,0.0,Uptown,774803.8
2998.0,2.0,2.0,1994.0,2.0,1.0,15438.0,0.0,Waterfront,863658.97
1086.0,2.0,4.5,1970.0,0.0,2.0,11277.0,1.0,Uptown,397096.67
2320.0,5.0,2.0,2007.0,0.0,1.0,5986.0,1.0,Downtown,595342.69
4987.0,2.0,4.5,1984.0,2.0,1.0,11758.0,1.0,Suburbs,771798.81
794.0,4.0,1.5,2016.0,1.0,1.0,16563.0,1.0,Downtown,433726.66
4469.0,2.0,1.5,1994.0,2.0,3.0,2246.0,1.0,Suburbs,649668.56
3612.0,2.0,3.0,1990.0,2.0,2.0,2370.0,0.0,Downtown,731605.53
1849.0,6.0,3.5,2018.0,1.0,3.0,19270.0,1.0,Rural,364853.98
4023.0,2.0,3.0,1985.0,0.0,1.0,15469.0,1.0,Uptown,806107.47
4283.0,1.0,2.0,1977.0,0.0,1.0,12361.0,0.0,Rural,443116.71
790.0,5.0,4.5,1977.0,3.0,2.0,18308.0,1.0,Waterfront,536650.87
1068.0,6.0,2.5,2014.0,0.0,2.0,12605.0,1.0,Rural,263328.37
3529.0,1.0,3.5,2005.0,2.0,1.0,11373.0,1.0,Uptown,767760.65
4997.0,5.0,4.0,1962.0,3.0,1.0,5806.0,1.0,Suburbs,767251.51
705.0,4.0,3.5,1986.0,3.0,2.0,16592.0,0.0,Rural,177534.57
3529.0,5.0,3.5,1977.0,1.0,1.0,15770.0,0.0,Uptown,753739.25
1200.0,1.0,4.5,1997.0,0.0,2.0,7321.0,0.0,Rural,199897.32
3461.0,6.0,4.0,1953.0,3.0,3.0,15271.0,0.0,Downtown,887660.89
3343.0,4.0,2.5,2002.0,2.0,2.0,15088.0,1.0,Downtown,864007.45
998.0,6.0,2.5,2004.0,1.0,2.0,3712.0,1.0,Downtown,402500.47
3595.0,3.0,1.5,1966.0,2.0,2.0,4887.0,0.0,Rural,401194.41
4547.0,6.0,3.0,1961.0,0.0,3.0,12710.0,1.0,Uptown,918191.02
4400.0,4.0,4.0,1996.0,2.0,2.0,13225.0,0.0,Suburbs,730575.34
727.0,1.0,2.0,1969.0,2.0,2.0,13848.0,1.0,Suburbs,230207.02
1682.0,6.0,2.5,2019.0,1.0,3.0,8718.0,0.0,Rural,331127.27
1659.0,5.0,1.0,2007.0,1.0,1.0,17041.0,0.0,Waterfront,615119.52
2594.0,2.0,2.0,2020.0,1.0,1.0,10022.0,0.0,Waterfront,730193.83
1229.0,4.0,1.5,1989.0,0.0,2.0,5709.0,0.0,Uptown,343442.89
4359.0,3.0,4.0,2019.0,0.0,1.0,4072.0,0.0,Rural,441118.24
4018.0,4.0,3.5,1951.0,3.0,1.0,17798.0,0.0,Downtown,952685.62
4157.0,6.0,1.5,1971.0,1.0,1.0,14729.0,0.0,Waterfront,1077787.88
1472.0,6.0,1.0,1950.0,0.0,3.0,10307.0,0.0,Downtown,422314.05
664.0,2.0,4.0,2000.0,0.0,2.0,5767.0,0.0,Suburbs,210279.74
4607.0,6.0,4.5,1987.0,1.0,3.0,3737.0,0.0,Rural,453756.95
1871.0,3.0,4.0,1971.0,3.0,1.0,4750.0,0.0,Waterfront,620569.71
3488.0,5.0,1.5,1972.0,1.0,2.0,3901.0,0.0,Downtown,771155.27
4602.0,5.0,1.0,1997.0,3.0,2.0,11529.0,0.0,Rural,530817.56
759.0,3.0,1.0,1963.0,1.0,2.0,5560.0,0.0,Downtown,229415.95
624.0,3.0,4.0,1988.0,3.0,3.0,4300.0,1.0,Downtown,323718.78
623.0,3.0,4.5,1995.0,3.0,3.0,7089.0,0.0,Uptown,340989.88
1287.0,6.0,4.0,1967.0,0.0,2.0,14590.0,1.0,Uptown,550018.53
827.0,3.0,1.0,1966.0,0.0,3.0,10935.0,0.0,Suburbs,255982.31
4208.0,2.0,1.0,1976.0,3.0,1.0,4767.0,1.0,Waterfront,1045115.59
3266.0,3.0,4.0,1993.0,3.0,1.0,15478.0,1.0,Rural,440341.36
4913.0,2.0,4.0,1968.0,0.0,3.0,10812.0,0.0,Uptown,887087.57
4127.0,3.0,3.5,1978.0,2.0,1.0,5361.0,0.0,Uptown,804935.6
4838.0,1.0,1.5,1990.0,3.0,1.0,14442.0,0.0,Uptown,899432.32
1649.0,1.0,1.0,1963.0,3.0,1.0,19868.0,0.0,Downtown,490843.37
1866.0,5.0,1.5,1992.0,1.0,1.0,11724.0,0.0,Rural,237059.77
4338.0,1.0,3.5,1960.0,3.0,2.0,4907.0,0.0,Rural,471619.57
1677.0,4.0,4.5,1960.0,2.0,1.0,7572.0,1.0,Uptown,458439.65
851.0,5.0,3.5,1967.0,3.0,2.0,12789.0,1.0,Uptown,395852.7
3544.0,5.0,2.0,1971.0,0.0,3.0,19990.0,0.0,Waterfront,993902.9
4125.0,3.0,4.5,1952.0,2.0,1.0,18721.0,0.0,Rural,452200.59
4861.0,2.0,1.5,2021.0,0.0,3.0,18798.0,0.0,Suburbs,749741.73
4683.0,6.0,4.5,1972.0,1.0,2.0,16985.0,0.0,Downtown,1064568.34
1129.0,6.0,4.0,2009.0,0.0,2.0,12347.0,1.0,Waterfront,514652.21
3998.0,4.0,3.5,2016.0,1.0,2.0,13662.0,0.0,Rural,455183.75
4323.0,1.0,4.5,2009.0,3.0,1.0,15211.0,0.0,Rural,469417.84
3672.0,1.0,3.5,2011.0,2.0,1.0,14879.0,0.0,Suburbs,628676.89
4207.0,2.0,2.0,1957.0,1.0,2.0,13497.0,0.0,Downtown,918019.28
4287.0,1.0,2.0,1977.0,1.0,3.0,4415.0,0.0,Uptown,734052.77
2565.0,6.0,4.5,2005.0,1.0,2.0,17836.0,0.0,Rural,366930.21
776.0,2.0,3.0,1992.0,2.0,2.0,2173.0,0.0,Suburbs,251986.5
2607.0,2.0,1.0,1950.0,1.0,2.0,9667.0,0.0,Uptown,505449.68
1488.0,6.0,4.5,1991.0,0.0,2.0,9815.0,1.0,Waterfront,602401.95
1100.0,5.0,1.5,2009.0,2.0,1.0,19929.0,0.0,Suburbs,352683.05
1149.0,2.0,3.0,2011.0,3.0,2.0,3611.0,1.0,Suburbs,322457.19
3669.0,3.0,1.0,1978.0,1.0,3.0,10564.0,0.0,Suburbs,587486.67
2820.0,4.0,3.0,1967.0,0.0,1.0,8439.0,0.0,Waterfront,730329.61
2975.0,4.0,2.0,1972.0,0.0,3.0,3758.0,1.0,Uptown,607156.6
3879.0,6.0,2.0,1971.0,3.0,3.0,6027.0,0.0,Waterfront,1009738.25
3012.0,6.0,3.5,1975.0,3.0,1.0,9597.0,0.0,Waterfront,868467.62
3372.0,6.0,4.5,1972.0,0.0,2.0,18495.0,0.0,Uptown,731665.96
978.0,1.0,2.0,1983.0,0.0,3.0,8988.0,0.0,Downtown,354897.22
4345.0,2.0,4.0,1953.0,0.0,2.0,17841.0,1.0,Suburbs,729265.84
2575.0,4.0,2.5,1970.0,1.0,3.0,15208.0,0.0,Uptown,581195.27
1283.0,1.0,1.0,1973.0,3.0,3.0,16741.0,0.0,Suburbs,319146.86
4179.0,3.0,1.0,1961.0,0.0,2.0,17368.0,0.0,Downtown,909300.86
3833.0,1.0,1.0,2014.0,3.0,3.0,14851.0,0.0,Waterfront,994471.03
833.0,6.0,3.5,1999.0,0.0,3.0,15202.0,0.0,Suburbs,253700.09
1449.0,1.0,3.0,2017.0,2.0,3.0,4773.0,0.0,Rural,197676.68
669.0,1.0,2.0,1991.0,1.0,3.0,14907.0,1.0,Waterfront,402313.94
1791.0,2.0,2.5,1958.0,3.0,1.0,2870.0,0.0,Uptown,363056.67
1040.0,1.0,4.0,2016.0,1.0,1.0,15273.0,1.0,Rural,225179.94
3724.0,4.0,3.0,1983.0,1.0,1.0,13770.0,0.0,Downtown,889693.41
2899.0,3.0,1.0,2000.0,0.0,1.0,15625.0,1.0,Rural,386316.4
4913.0,6.0,1.5,1978.0,3.0,3.0,13561.0,0.0,Waterfront,1263016.86
3898.0,2.0,2.5,1986.0,1.0,2.0,8636.0,0.0,Waterfront,909413.71
3291.0,4.0,2.5,1986.0,1.0,2.0,8650.0,0.0,Downtown,774410.56
2841.0,4.0,4.0,1971.0,2.0,1.0,12731.0,0.0,Suburbs,518434.8
839.0,4.0,3.0,1991.0,2.0,3.0,10508.0,0.0,Downtown,396196.78
908.0,5.0,4.5,2004.0,2.0,2.0,8130.0,0.0,Waterfront,510818.57
3312.0,2.0,3.5,1951.0,1.0,3.0,10805.0,0.0,Suburbs,514044.71
619.0,4.0,2.0,1959.0,0.0,1.0,11659.0,0.0,Uptown,185598.35
786.0,5.0,3.5,2012.0,0.0,1.0,6318.0,1.0,Uptown,295551.14
1564.0,6.0,3.5,1992.0,0.0,1.0,13488.0,1.0,Rural,282855.13
4491.0,4.0,3.5,2022.0,2.0,1.0,7655.0,0.0,Waterfront,1128345.15
2619.0,4.0,1.5,1994.0,2.0,3.0,6819.0,1.0,Suburbs,452384.1
3722.0,6.0,3.0,1998.0,2.0,2.0,9531.0,0.0,Rural,405713.57
2411.0,4.0,2.0,2016.0,3.0,2.0,3859.0,0.0,Suburbs,430949.77
1361.0,6.0,4.0,1998.0,0.0,1.0,12857.0,1.0,Downtown,479294.63
2233.0,1.0,4.0,1974.0,3.0,1.0,15201.0,0.0,Downtown,630926.84
1003.0,3.0,3.5,1989.0,3.0,3.0,19205.0,0.0,Suburbs,332499.33
3989.0,1.0,4.5,1967.0,2.0,3.0,7105.0,0.0,Uptown,749078.3
1407.0,1.0,3.5,1974.0,2.0,3.0,11693.0,0.0,Rural,206236.59
2256.0,3.0,1.0,2000.0,0.0,3.0,11064.0,0.0,Waterfront,665522.07
4913.0,2.0,3.5,1961.0,0.0,2.0,15161.0,0.0,Uptown,923021.48
3205.0,3.0,4.0,1999.0,0.0,1.0,13247.0,0.0,Uptown,685342.68
2618.0,3.0,1.5,1993.0,2.0,3.0,16526.0,0.0,Downtown,708409.24
2989.0,4.0,1.0,1972.0,1.0,3.0,17312.0,0.0,Waterfront,858739.11
4050.0,6.0,2.0,1953.0,0.0,2.0,4043.0,0.0,Suburbs,572386.74
1719.0,6.0,4.0,2002.0,0.0,1.0,8391.0,1.0,Rural,252525.0
3400.0,3.0,3.5,2011.0,0.0,3.0,13756.0,0.0,Rural,397519.13
4440.0,2.0,4.0,2004.0,2.0,3.0,11788.0,0.0,Waterfront,1186253.88
3119.0,5.0,4.0,1981.0,2.0,1.0,10678.0,0.0,Waterfront,846071.09
2565.0,1.0,3.0,1998.0,2.0,1.0,5117.0,0.0,Rural,286595.09
1238.0,4.0,3.5,1980.0,0.0,3.0,12304.0,0.0,Rural,220072.68
