house_size,bedrooms,bathrooms,lot_size,garage_size,neighborhood_quality,year_built,price
4852.0,6.0,3,8683.0,2.0,Low,1993,544180
2874.0,6.0,4,2277.0,1.0,Premium,2002,427166
1445.0,2.0,1,2232.0,0.0,Premium,1959,253690
1409.0,,3,11744.0,0.0,High,2001,303493
1254.0,2.0,1,7690.0,1.0,High,1998,229568
3753.0,6.0,3,9659.0,1.0,Medium,1960,441912
2508.0,1.0,1,13462.0,2.0,Premium,2015,411843
4272.0,3.0,1,12601.0,0.0,Medium,2007,520151
3769.0,2.0,2,13704.0,1.0,High,1985,513405
3828.0,6.0,1,2025.0,0.0,Premium,1982,470138
3481.0,4.0,2,9468.0,1.0,Premium,1996,519376
4429.0,6.0,4,8410.0,0.0,High,1962,530906
3867.0,4.0,4,10652.0,3.0,Medium,1989,497586
2186.0,2.0,2,5764.0,2.0,Premium,2017,380342
4576.0,4.0,2,8599.0,0.0,High,1991,539271
3666.0,5.0,3,13623.0,3.0,Premium,1968,543286
4163.0,5.0,3,7102.0,0.0,High,1968,495987
4924.0,5.0,3,9006.0,0.0,Medium,2007,571196
948.0,1.0,4,5483.0,3.0,Medium,1972,214845
4650.0,2.0,3,3994.0,0.0,High,2003,513325
2858.0,6.0,1,10682.0,0.0,High,2014,437933
1936.0,6.0,1,3072.0,2.0,Medium,1961,297074
986.0,1.0,3,8707.0,3.0,High,1973,254662
3654.0,4.0,1,13365.0,3.0,Medium,1983,470161
2050.0,1.0,4,2215.0,1.0,High,2002,308859
2133.0,4.0,1,9605.0,0.0,Medium,1957,258285
4993.0,4.0,4,11915.0,2.0,Low,1967,543308
4950.0,3.0,2,11784.0,0.0,Low,2006,469488
3511.0,6.0,2,4606.0,0.0,Low,1954,332394
2585.0,5.0,2,10350.0,1.0,Medium,1975,328526
1550.0,4.0,2,6781.0,0.0,Low,1979,237352
2562.0,3.0,1,5313.0,2.0,Low,2003,312304
4720.0,6.0,3,13033.0,2.0,Premium,1962,603524
1281.0,5.0,1,11968.0,1.0,Premium,1978,334141
953.0,4.0,4,,0.0,Medium,1952,244233
4535.0,2.0,3,4092.0,1.0,High,1952,490221
3508.0,2.0,3,13363.0,0.0,High,2000,474273
3127.0,2.0,3,6796.0,1.0,Medium,1955,351309
1815.0,2.0,2,12403.0,2.0,Low,1992,266956
4647.0,5.0,2,13883.0,0.0,Low,2015,542889
4167.0,2.0,2,6968.0,0.0,Medium,1952,417332
2619.0,6.0,2,13246.0,1.0,Low,2000,385504
3176.0,2.0,4,14050.0,0.0,Low,1997,383830
2695.0,5.0,4,8376.0,0.0,Low,1997,347013
3970.0,2.0,1,2526.0,0.0,Premium,1955,433793
